"","market_type","men_optimal","intermediate","women_optimal"
"271",3,100,0,100
"272",3,100,0,100
"273",3,100,0,100
"274",3,100,0,100
"275",3,100,0,100
"276",3,100,0,100
"277",3,100,0,100
"278",3,100,0,100
"279",3,44,0,56
"280",3,100,0,100
"281",3,100,0,100
"282",3,100,0,100
"283",3,100,0,100
"284",3,100,0,100
"285",3,100,0,100
"286",3,100,0,100
"287",3,59,0,41
"288",3,100,0,100
"289",3,100,0,100
"290",3,100,0,100
"291",3,100,0,100
"292",3,100,0,100
"293",3,2,0,98
"294",3,100,0,100
"295",3,34,0,66
"296",3,100,0,100
"297",3,100,0,100
"298",3,100,0,100
"299",3,100,0,100
"300",3,100,0,100
"301",4,100,0,100
"302",4,100,0,100
"303",4,21,44,35
"304",4,100,0,100
"305",4,5,27,68
"306",4,34,0,66
"307",4,100,0,100
"308",4,100,0,100
"309",4,20,0,80
"310",4,100,0,100
"311",4,4,56,40
"312",4,100,0,100
"313",4,100,0,100
"314",4,100,0,100
"315",4,100,0,100
"316",4,100,0,100
"317",4,100,0,100
"318",4,100,0,100
"319",4,42,0,58
"320",4,100,0,100
"321",4,4,0,96
"322",4,7,0,93
"323",4,100,0,100
"324",4,100,0,100
"325",4,100,0,100
"326",4,100,0,100
"327",4,100,0,100
"328",4,100,0,100
"329",4,100,0,100
"330",4,100,0,100
"331",4,100,0,100
"332",4,100,0,100
"333",4,100,0,100
"334",4,100,0,100
"335",4,100,0,100
"336",4,100,0,100
"337",4,100,0,100
"338",4,100,0,100
"339",4,100,0,100
"340",4,100,0,100
"341",4,100,0,100
"342",4,100,0,100
"343",4,100,0,100
"344",4,100,0,100
"345",4,100,0,100
"346",4,100,0,100
"347",4,100,0,100
"348",4,100,0,100
"349",4,100,0,100
"350",4,100,0,100
"351",4,7,0,93
"352",4,100,0,100
"353",4,28,0,72
"354",4,100,0,100
"355",4,100,0,100
"356",4,100,0,100
"357",4,100,0,100
"358",4,13,0,87
"359",4,100,0,100
"360",4,100,0,100
"361",4,100,0,100
"362",4,100,0,100
"363",4,100,0,100
"364",4,68,0,32
"365",4,100,0,100
"366",4,12,0,88
"367",4,100,0,100
"368",4,100,0,100
"369",4,100,0,100
"370",4,27,0,73
"371",4,100,0,100
"372",4,4,8,88
"373",4,14,0,86
"374",4,100,0,100
"375",4,4,0,96
"376",4,2,0,98
"377",4,100,0,100
"378",4,100,0,100
"379",4,3,0,97
"380",4,100,0,100
"381",4,100,0,100
"382",4,100,0,100
"383",4,100,0,100
"384",4,100,0,100
"385",4,100,0,100
"386",4,100,0,100
"387",4,100,0,100
"388",4,100,0,100
"389",4,100,0,100
"390",4,100,0,100
"391",4,100,0,100
"392",4,100,0,100
"393",4,100,0,100
"394",4,31,0,69
"395",4,19,0,81
"396",4,100,0,100
"397",4,100,0,100
"398",4,20,43,37
"399",4,2,23,75
"400",4,100,0,100
"401",5,100,0,100
"402",5,100,0,100
"403",5,10,0,90
"404",5,100,0,100
"405",5,6,0,94
"406",5,100,0,100
"407",5,100,0,100
"408",5,100,0,100
"409",5,36,0,64
"410",5,100,0,100
"411",5,100,0,100
"412",5,100,0,100
"413",5,100,0,100
"414",5,100,0,100
"415",5,100,0,100
"416",5,12,59,29
"417",5,0,12,88
"418",5,57,0,43
"419",5,100,0,100
"420",5,100,0,100
"421",5,100,0,100
"422",5,100,0,100
"423",5,100,0,100
"424",5,5,27,68
"425",5,100,0,100
"426",5,100,0,100
"427",5,100,0,100
"428",5,17,0,83
"429",5,100,0,100
"430",5,100,0,100
"431",5,100,0,100
"432",5,100,0,100
"433",5,100,0,100
"434",5,100,0,100
"435",5,15,39,46
"436",5,100,0,100
"437",5,100,0,100
"438",5,100,0,100
"439",5,100,0,100
"440",5,20,0,80
"441",5,100,0,100
"442",5,0,0,100
"443",5,100,0,100
"444",5,59,29,12
"445",5,100,0,100
"446",5,40,48,12
"447",5,100,0,100
"448",5,100,0,100
"449",5,38,0,62
"450",5,100,0,100
"451",5,100,0,100
"452",5,5,60,35
"453",5,4,45,51
"454",5,100,0,100
"455",5,100,0,100
"456",5,2,80,18
"457",5,100,0,100
"458",5,100,0,100
"459",5,100,0,100
"460",5,100,0,100
"461",5,0,0,100
"462",5,100,0,100
"463",5,100,0,100
"464",5,100,0,100
"465",5,100,0,100
"466",5,2,21,77
"467",5,100,0,100
"468",5,100,0,100
"469",5,100,0,100
"470",5,100,0,100
"471",5,3,0,97
"472",5,6,0,94
"473",5,3,20,77
"474",5,100,0,100
"475",5,100,0,100
"476",5,30,0,70
"477",5,100,0,100
"478",5,55,0,45
"479",5,100,0,100
"480",5,10,20,70
"481",5,1,3,96
"482",5,28,0,72
"483",5,100,0,100
"484",5,48,0,52
"485",5,0,0,100
"486",5,2,0,98
"487",5,32,0,68
"488",5,4,0,96
"489",5,21,0,79
"490",5,100,0,100
"491",5,82,0,18
"492",5,100,0,100
"493",5,100,0,100
"494",5,16,0,84
"495",5,100,0,100
"496",5,100,0,100
"497",5,9,0,91
"498",5,49,0,51
"499",5,13,0,87
"500",5,100,0,100
"501",6,28,49,23
"502",6,16,0,84
"503",6,0,13,87
"504",6,11,0,89
"505",6,10,0,90
"506",6,9,25,66
"507",6,25,0,75
"508",6,100,0,100
"509",6,2,89,9
"510",6,81,0,19
"511",6,10,77,13
"512",6,21,79,0
"513",6,38,43,19
"514",6,95,0,5
"515",6,2,0,98
"516",6,100,0,100
"517",6,38,36,26
"518",6,30,0,70
"519",6,23,69,8
"520",6,60,0,40
"521",6,44,0,56
"522",6,10,73,17
"523",6,2,49,49
"524",6,100,0,100
"525",6,1,93,6
"526",6,38,47,15
"527",6,100,0,100
"528",6,28,0,72
"529",6,64,0,36
"530",6,13,68,19
"531",6,100,0,100
"532",6,11,40,49
"533",6,14,0,86
"534",6,8,46,46
"535",6,4,96,0
"536",6,59,37,4
"537",6,89,10,1
"538",6,2,93,5
"539",6,100,0,100
"540",6,35,60,5
"541",6,9,59,32
"542",6,7,93,0
"543",6,100,0,100
"544",6,88,0,12
"545",6,5,89,6
"546",6,62,0,38
"547",6,1,98,1
"548",6,76,0,24
"549",6,65,22,13
"550",6,26,69,5
"551",6,43,0,57
"552",6,7,0,93
"553",6,82,0,18
"554",6,100,0,100
"555",6,55,34,11
"556",6,44,41,15
"557",6,100,0,100
"558",6,1,22,77
"559",6,100,0,100
"560",6,67,0,33
"561",6,5,45,50
"562",6,62,0,38
"563",6,43,0,57
"564",6,100,0,100
"565",6,7,90,3
"566",6,0,89,11
"567",6,54,0,46
"568",6,85,14,1
"569",6,39,0,61
"570",6,100,0,100
"571",6,100,0,100
"572",6,3,93,4
"573",6,7,28,65
"574",6,31,0,69
"575",6,24,66,10
"576",6,1,7,92
"577",6,0,99,1
"578",6,30,66,4
"579",6,100,0,100
"580",6,32,33,35
"581",6,24,0,76
"582",6,66,33,1
"583",6,6,75,19
"584",6,30,0,70
"585",6,33,0,67
"586",6,2,54,44
"587",6,16,44,40
"588",6,19,0,81
"589",6,33,52,15
"590",6,100,0,100
"591",6,8,92,0
"592",6,100,0,100
"593",6,100,0,100
"594",6,2,89,9
"595",6,16,51,33
"596",6,2,66,32
"597",6,23,54,23
"598",6,100,0,100
"599",6,82,0,18
"600",6,100,0,100
"601",7,100,0,100
"602",7,100,0,100
"603",7,100,0,100
"604",7,82,0,18
"605",7,100,0,100
"606",7,100,0,100
"607",7,100,0,100
"608",7,100,0,100
"609",7,84,0,16
"610",7,100,0,100
"611",7,93,7,0
"612",7,100,0,100
"613",7,100,0,100
"614",7,100,0,100
"615",7,100,0,100
"616",7,100,0,100
"617",7,95,0,5
"618",7,100,0,100
"619",7,100,0,100
"620",7,100,0,100
"621",7,100,0,100
"622",7,66,25,9
"623",7,30,41,29
"624",7,100,0,100
"625",7,100,0,100
"626",7,100,0,100
"627",7,30,63,7
"628",7,73,0,27
"629",7,100,0,100
"630",7,47,0,53
"631",7,56,0,44
"632",7,100,0,100
"633",7,100,0,100
"634",7,54,39,7
"635",7,100,0,100
"636",7,79,0,21
"637",7,100,0,100
"638",7,94,0,6
"639",7,84,0,16
"640",7,75,0,25
"641",7,39,57,4
"642",7,100,0,100
"643",7,100,0,100
"644",7,100,0,100
"645",7,100,0,100
"646",7,11,0,89
"647",7,23,0,77
"648",7,100,0,100
"649",7,100,0,100
"650",7,45,0,55
"651",7,57,0,43
"652",7,100,0,100
"653",7,97,1,2
"654",7,84,0,16
"655",7,100,0,100
"656",7,100,0,100
"657",7,100,0,100
"658",7,100,0,100
"659",7,72,0,28
"660",7,92,8,0
"661",7,33,62,5
"662",7,100,0,100
"663",7,100,0,100
"664",7,90,0,10
"665",7,100,0,100
"666",7,100,0,100
"667",7,100,0,100
"668",7,92,0,8
"669",7,100,0,100
"670",7,100,0,100
"671",7,100,0,100
"672",7,85,0,15
"673",7,95,0,5
"674",7,86,0,14
"675",7,77,22,1
"676",7,100,0,100
"677",7,100,0,100
"678",7,79,14,7
"679",7,51,0,49
"680",7,100,0,100
"681",7,100,0,100
"682",7,100,0,100
"683",7,58,0,42
"684",7,100,0,100
"685",7,100,0,100
"686",7,100,0,100
"687",7,100,0,100
"688",7,100,0,100
"689",7,92,0,8
"690",7,100,0,100
"691",7,100,0,100
"692",7,100,0,100
"693",7,87,0,13
"694",7,100,0,100
"695",7,86,0,14
"696",7,100,0,100
"697",7,67,0,33
"698",7,100,0,100
"699",7,100,0,100
"700",7,69,0,31
"701",8,87,9,4
"702",8,97,0,3
"703",8,100,0,100
"704",8,100,0,100
"705",8,100,0,100
"706",8,100,0,100
"707",8,100,0,100
"708",8,98,0,2
"709",8,73,0,27
"710",8,46,0,54
"711",8,91,0,9
"712",8,100,0,100
"713",8,100,0,100
"714",8,100,0,100
"715",8,100,0,100
"716",8,48,0,52
"717",8,100,0,100
"718",8,91,0,9
"719",8,100,0,100
"720",8,100,0,100
"721",8,100,0,100
"722",8,100,0,100
"723",8,100,0,100
"724",8,99,0,1
"725",8,100,0,0
"726",8,100,0,100
"727",8,58,0,42
"728",8,98,0,2
"729",8,100,0,100
"730",8,75,0,25
"731",8,100,0,100
"732",8,100,0,100
"733",8,100,0,100
"734",8,90,0,10
"735",8,87,0,13
"736",8,100,0,100
"737",8,100,0,100
"738",8,88,0,12
"739",8,82,0,18
"740",8,100,0,100
"741",8,33,0,67
"742",8,46,0,54
"743",8,100,0,100
"744",8,100,0,100
"745",8,43,0,57
"746",8,100,0,100
"747",8,32,68,0
"748",8,94,0,6
"749",8,74,0,26
"750",8,80,0,20
"751",8,100,0,100
"752",8,100,0,100
"753",8,100,0,100
"754",8,100,0,100
"755",8,66,0,34
"756",8,100,0,100
"757",8,100,0,100
"758",8,100,0,100
"759",8,100,0,100
"760",8,100,0,100
"761",8,100,0,100
"762",8,100,0,100
"763",8,100,0,100
"764",8,100,0,100
"765",8,69,0,31
"766",8,100,0,100
"767",8,100,0,100
"768",8,100,0,100
"769",8,20,36,44
"770",8,100,0,100
"771",8,100,0,100
"772",8,100,0,100
"773",8,100,0,100
"774",8,98,0,2
"775",8,100,0,100
"776",8,90,0,10
"777",8,100,0,100
"778",8,100,0,100
"779",8,100,0,100
"780",8,26,0,74
"781",8,100,0,100
"782",8,100,0,100
"783",8,100,0,100
"784",8,100,0,100
"785",8,100,0,100
"786",8,100,0,100
"787",8,100,0,100
"788",8,100,0,100
"789",8,100,0,100
"790",8,81,19,0
"791",8,22,58,20
"792",8,100,0,100
"793",8,100,0,100
"794",8,100,0,100
"795",8,92,0,8
"796",8,98,0,2
"797",8,52,0,48
"798",8,100,0,100
"799",8,100,0,100
"800",8,99,0,1
"801",9,100,0,100
"802",9,100,0,100
"803",9,100,0,100
"804",9,100,0,100
"805",9,100,0,100
"806",9,100,0,100
"807",9,100,0,100
"808",9,100,0,100
"809",9,100,0,100
"810",9,100,0,100
"811",9,100,0,100
"812",9,100,0,100
"813",9,100,0,100
"814",9,96,0,4
"815",9,100,0,100
"816",9,100,0,100
"817",9,100,0,100
"818",9,100,0,100
"819",9,100,0,100
"820",9,27,73,0
"821",9,100,0,100
"822",9,100,0,100
"823",9,95,0,5
"824",9,100,0,100
"825",9,100,0,100
"826",9,100,0,100
"827",9,100,0,100
"828",9,100,0,100
"829",9,100,0,100
"830",9,100,0,100
"831",9,98,0,2
"832",9,100,0,100
"833",9,100,0,100
"834",9,100,0,100
"835",9,66,0,34
"836",9,69,0,31
"837",9,100,0,100
"838",9,71,0,29
"839",9,92,0,8
"840",9,49,0,51
"841",9,58,0,42
"842",9,100,0,100
"843",9,100,0,100
"844",9,63,0,37
"845",9,100,0,100
"846",9,100,0,100
"847",9,100,0,100
"848",9,76,0,24
"849",9,100,0,100
"850",9,64,0,36
"851",9,100,0,100
"852",9,100,0,100
"853",9,100,0,100
"854",9,100,0,100
"855",9,100,0,100
"856",9,100,0,100
"857",9,100,0,100
"858",9,100,0,100
"859",9,92,0,8
"860",9,100,0,100
"861",9,99,0,1
"862",9,84,0,16
"863",9,88,0,12
"864",9,100,0,100
"865",9,100,0,100
"866",9,100,0,100
"867",9,100,0,100
"868",9,100,0,100
"869",9,100,0,100
"870",9,100,0,100
"871",9,100,0,100
"872",9,100,0,100
"873",9,100,0,100
"874",9,100,0,100
"875",9,100,0,100
"876",9,100,0,100
"877",9,100,0,100
"878",9,100,0,100
"879",9,100,0,100
"880",9,100,0,100
"881",9,100,0,100
"882",9,100,0,100
"883",9,100,0,100
"884",9,100,0,100
"885",9,100,0,100
"886",9,100,0,100
"887",9,99,0,1
"888",9,93,0,7
"889",9,95,0,5
"890",9,100,0,100
"891",9,100,0,100
"892",9,100,0,100
"893",9,41,36,23
"894",9,100,0,100
"895",9,100,0,100
"896",9,100,0,100
"897",9,59,0,41
"898",9,91,0,9
"899",9,100,0,100
"900",9,73,27,0
"901",10,81,0,19
"902",10,28,52,20
"903",10,100,0,100
"904",10,100,0,100
"905",10,100,0,100
"906",10,100,0,100
"907",10,100,0,100
"908",10,100,0,100
"909",10,49,0,51
"910",10,96,0,4
"911",10,100,0,100
"912",10,100,0,100
"913",10,100,0,100
"914",10,100,0,100
"915",10,84,0,16
"916",10,100,0,100
"917",10,100,0,100
"918",10,100,0,100
"919",10,100,0,100
"920",10,59,37,4
"921",10,100,0,100
"922",10,100,0,100
"923",10,100,0,100
"924",10,66,0,34
"925",10,100,0,100
"926",10,100,0,100
"927",10,100,0,100
"928",10,100,0,100
"929",10,100,0,100
"930",10,100,0,100
"931",10,100,0,100
"932",10,100,0,100
"933",10,100,0,100
"934",10,100,0,100
"935",10,100,0,100
"936",10,100,0,100
"937",10,94,0,6
"938",10,100,0,100
"939",10,100,0,100
"940",10,100,0,100
"941",10,100,0,100
"942",10,100,0,100
"943",10,100,0,100
"944",10,72,0,28
"945",10,100,0,100
"946",10,100,0,100
"947",10,60,0,40
"948",10,100,0,100
"949",10,100,0,100
"950",10,100,0,100
"951",10,100,0,100
"952",10,100,0,100
"953",10,100,0,100
"954",10,100,0,100
"955",10,84,0,16
"956",10,100,0,100
"957",10,100,0,100
"958",10,100,0,100
"959",10,100,0,100
"960",10,55,0,45
"961",10,100,0,100
"962",10,100,0,100
"963",10,100,0,100
"964",10,100,0,100
"965",10,100,0,100
"966",10,100,0,100
"967",10,100,0,100
"968",10,100,0,100
"969",10,100,0,100
"970",10,100,0,100
"971",10,100,0,100
"972",10,100,0,100
"973",10,100,0,100
"974",10,100,0,100
"975",10,100,0,100
"976",10,100,0,100
"977",10,100,0,100
"978",10,100,0,100
"979",10,100,0,100
"980",10,100,0,100
"981",10,100,0,100
"982",10,100,0,100
"983",10,100,0,100
"984",10,66,0,34
"985",10,100,0,100
"986",10,100,0,100
"987",10,100,0,100
"988",10,100,0,100
"989",10,100,0,100
"990",10,100,0,100
"991",10,100,0,100
"992",10,100,0,100
"993",10,100,0,100
"994",10,100,0,100
"995",10,100,0,100
"996",10,100,0,100
"997",10,100,0,100
"998",10,100,0,100
"999",10,45,0,55
"1000",10,100,0,100
"1001",11,100,0,100
"1002",11,100,0,100
"1003",11,100,0,100
"1004",11,100,0,100
"1005",11,100,0,100
"1006",11,77,0,23
"1007",11,100,0,100
"1008",11,100,0,100
"1009",11,100,0,100
"1010",11,100,0,100
"1011",11,100,0,100
"1012",11,100,0,100
"1013",11,100,0,100
"1014",11,100,0,100
"1015",11,100,0,100
"1016",11,100,0,100
"1017",11,100,0,100
"1018",11,100,0,100
"1019",11,100,0,100
"1020",11,100,0,100
"1021",11,100,0,100
"1022",11,100,0,100
"1023",11,100,0,100
"1024",11,100,0,100
"1025",11,100,0,100
"1026",11,100,0,100
"1027",11,100,0,100
"1028",11,100,0,100
"1029",11,100,0,100
"1030",11,80,0,20
"1031",11,100,0,100
"1032",11,50,0,50
"1033",11,100,0,100
"1034",11,100,0,100
"1035",11,100,0,100
"1036",11,100,0,100
"1037",11,100,0,100
"1038",11,100,0,100
"1039",11,100,0,100
"1040",11,100,0,100
"1041",11,69,0,31
"1042",11,100,0,100
"1043",11,96,0,4
"1044",11,100,0,100
"1045",11,100,0,100
"1046",11,100,0,100
"1047",11,100,0,100
"1048",11,100,0,100
"1049",11,100,0,100
"1050",11,100,0,100
"1051",11,100,0,100
"1052",11,100,0,100
"1053",11,100,0,100
"1054",11,100,0,100
"1055",11,70,0,30
"1056",11,100,0,100
"1057",11,100,0,100
"1058",11,100,0,100
"1059",11,100,0,100
"1060",11,100,0,100
"1061",11,100,0,100
"1062",11,100,0,100
"1063",11,100,0,100
"1064",11,100,0,100
"1065",11,100,0,100
"1066",11,100,0,100
"1067",11,64,0,36
"1068",11,100,0,100
"1069",11,100,0,100
"1070",11,100,0,100
"1071",11,93,0,7
"1072",11,100,0,100
"1073",11,100,0,100
"1074",11,100,0,100
"1075",11,100,0,100
"1076",11,100,0,100
"1077",11,100,0,100
"1078",11,100,0,100
"1079",11,100,0,100
"1080",11,100,0,100
"1081",11,73,0,27
"1082",11,100,0,100
"1083",11,81,0,19
"1084",11,100,0,100
"1085",11,100,0,100
"1086",11,100,0,100
"1087",11,76,0,24
"1088",11,100,0,100
"1089",11,100,0,100
"1090",11,100,0,100
"1091",11,100,0,100
"1092",11,100,0,100
"1093",11,100,0,100
"1094",11,100,0,100
"1095",11,100,0,100
"1096",11,100,0,100
"1097",11,100,0,100
"1098",11,100,0,100
"1099",11,100,0,100
"1100",11,100,0,100
